Country,Country_Code,2015,2016,2017,2018,2019
Hungary,HUN,101.254448414045,102.040669641827,102.211900463143,103.445171614234,
IBRD only,IBD,100.12375008767,104.687365871786,107.740771926755,109.079089642772,
IDA & IBRD total,IBT,93.3679034412209,96.9737930409727,99.3433219671383,102.72494762774,
IDA total,IDA,72.6072591190412,73.5793055120871,74.2163319321754,81.9851853264912,
IDA blend,IDB,74.0233014944745,75.8038630766592,75.2198333308065,81.3018723172824,
Indonesia,IDN,131.180458535595,147.415022537722,164.4405900008,119.338721930265,
IDA only,IDX,71.8905252883528,72.4524320722867,73.7078110484207,82.3843972561062,
Isle of Man,IMN,,,,,
India,IND,76.4075994294841,85.1486834808295,87.3177371937469,86.9425631882511,
Not classified,INX,,,,,
Ireland,IRL,105.364600181626,103.819110737537,103.063001351278,103.171048562991,
"Iran, Islamic Rep.",IRN,94.5556384158607,101.201875386112,107.899793294938,108.462393753912,
Iraq,IRQ,94.3403625650897,91.3587069461134,88.9832633167701,95.0401549685692,
Iceland,ISL,116.253486069349,120.892759311993,122.808192755231,126.13709598382,
Israel,ISR,132.481208850296,130.349236063453,127.852915289074,127.661869284745,
Italy,ITA,144.75638499696,141.69398147736,138.233767872509,137.466947022258,
Jamaica,JAM,108.515745821286,112.425281360495,105.833032050966,101.026527106865,
Jordan,JOR,148.900408187491,102.764832453205,99.1563731402599,87.6214888476213,
Japan,JPN,125.451863225395,130.59524817247,135.518664405016,141.406992420382,
Kazakhstan,KAZ,149.722718212868,143.205326528368,147.639778475897,142.282442788927,
Kenya,KEN,78.7745505608215,79.4719039775596,85.2531569274151,96.3202167473058,
Kyrgyz Republic,KGZ,127.190553774626,125.339387224599,136.806644163811,138.566060123445,
Cambodia,KHM,134.333852872891,126.316974213087,116.012858438435,119.491517183728,
Kiribati,KIR,36.9602451996755,46.2123635846575,40.4027751011756,50.7894032646508,
St. Kitts and Nevis,KNA,142.587348397555,148.344794188862,147.714477855702,,
"Korea, Rep.",KOR,115.961224555932,120.226327532086,124.585429330022,129.672788317825,
Kuwait,KWT,199.832124958057,193.571063023219,176.002434851812,171.605332157691,
Latin America & Caribbean (excluding high income),LAC,110.490441131596,108.917732730459,104.921387759793,101.430459876389,
Lao PDR,LAO,55.2895909371141,57.8235326941331,53.3840689713197,51.8633770383574,
Lebanon,LBN,71.2977281292603,63.7006851515449,64.5086432433011,64.4980587246013,
Liberia,LBR,81.6594853126964,67.9561095817181,56.5689526619946,,
Libya,LBY,151.86353427652,117.989477157224,91.47929619902,,
St. Lucia,LCA,104.809463729442,98.1246944851798,97.6458105374847,101.679595797437,
Latin America & Caribbean,LCN,111.498846374244,109.881067792132,106.007415210341,103.110587910797,
Least developed countries: UN classification,LDC,67.5324612537572,67.5821106913395,68.398038093063,76.5460796300327,
Low income,LIC,56.0898992022408,54.3086978415383,54.3048164113032,60.4038821727271,
Liechtenstein,LIE,109.287429943955,117.632375590844,122.756613756614,124.695331047217,
Sri Lanka,LKA,114.308451964406,122.720085384397,133.467627273567,142.650723454777,
Lower middle income,LMC,84.8568229799152,89.9155872191948,91.2152916215648,94.3238621808888,
Low & middle income,LMY,92.3249102856685,96.0254205019585,98.4952494956075,102.204785503226,
Lesotho,LSO,103.939736408711,110.018505756543,113.830518652817,,
Late-demographic dividend,LTE,107.057460543002,109.893535514207,112.946941854185,122.195042628975,
Lithuania,LTU,142.708876215943,145.513378002234,153.275727187678,163.870345672525,
Luxembourg,LUX,142.357796594917,131.891503701249,134.142014833336,132.164933098329,
Latvia,LVA,129.650783861631,134.240928020844,126.294182195965,107.348924711389,
"Macao SAR, China",MAC,314.921813365223,321.451742391113,328.790446284443,345.324522351481,
St. Martin (French part),MAF,,,,,
Morocco,MAR,124.279337032564,118.184816195895,123.424724619747,124.171554915357,
Monaco,MCO,90.1956625483854,87.4625689519306,85.8981037716191,84.5070058425107,
Moldova,MDA,91.2161790355467,93.174658491902,90.2279093643742,88.0139508344637,
Madagascar,MDG,44.1269545608648,32.1287624470915,34.142840002578,40.5703412338433,
Maldives,MDV,162.621588648429,170.790221908175,181.328842349547,166.364292141106,
Middle East & North Africa,MEA,109.588563840896,108.520605784724,107.544454358705,105.948293727399,
Mexico,MEX,88.3717556507332,90.5923754166918,91.6267069487722,95.2316028013075,
Marshall Islands,MHL,26.9851494629085,,27.5586482483034,,
Middle income,MIC,96.2569988970146,100.6173891271,103.430955754649,105.651771351256,
North Macedonia,MKD,100.204633420028,98.5462404535303,96.4462948055616,94.5343086775195,
Mali,MLI,130.163449526108,112.536590386332,119.023326489283,115.084672725278,
Malta,MLT,120.897271190311,134.252242047068,138.093955011383,140.203939460168,
Myanmar,MMR,77.8153987475419,95.3647361992275,89.8171579488665,113.844491877609,
Middle East & North Africa (excluding high income),MNA,99.9573983389345,99.9002430337058,101.557850483298,99.8617862894693,
Montenegro,MNE,160.75928773311,165.918496837057,166.46519950985,180.693809741498,
Mongolia,MNG,102.325109832149,110.18232775939,124.805204981974,133.178338636863,
Northern Mariana Islands,MNP,,,,,
Mozambique,MOZ,74.4579931618968,53.990770658562,41.4517035103961,47.7157787203989,
Mauritania,MRT,90.0694980427803,86.8054126147193,95.133459581513,103.70605042158,
Mauritius,MUS,139.925491640835,143.755473049811,145.472633825729,151.359114888513,
Malawi,MWI,39.2152175448841,41.7220290933105,43.9865126566791,39.0057948378173,
Malaysia,MYS,145.697384840297,141.648981930837,136.116321658186,134.525994691772,
North America,NAC,115.447103737208,118.737316768025,119.309748068351,124.999414354517,
Namibia,NAM,110.147850623611,112.803281024442,111.55245099855,112.702359718025,
New Caledonia,NCL,96.0201427701843,,,,
Niger,NER,44.7912756054334,35.9414815613678,40.6384999580139,,
Nigeria,NGA,83.2683084946631,82.9974015789751,75.9248216056935,88.1842412477574,
Nicaragua,NIC,116.726190858781,122.867131114437,128.113912222785,115.095906720918,
Netherlands,NLD,122.85063747384,123.017708602318,120.625001064839,123.731209949143,
Norway,NOR,109.90519701006,109.114923797584,107.993069157752,107.173711615032,
Nepal,NPL,101.854611975089,117.814601704782,130.629366003248,139.446361818746,
Nauru,NRU,90.5326013676201,94.5107398568019,94.5805353258299,,
New Zealand,NZL,121.35575178588,130.921937258344,136.111308425247,134.931967934261,
OECD members,OED,115.439907904556,117.278913050123,118.547514406911,121.472685476871,
Oman,OMN,155.756104259601,153.291455497041,148.821627766224,133.366290690516,
Other small states,OSS,119.967064962784,122.23001819096,120.397480047026,122.035056656136,
Pakistan,PAK,63.130699818506,67.0275043548918,69.5148248314219,72.5570610319117,
Panama,PAN,144.688114135186,127.363603081238,128.572973059843,137.001423793756,
Peru,PER,112.356367916835,119.424182837294,123.759754471224,,
Philippines,PHL,115.399439202833,115.852280606764,110.128136114879,126.19863927892,
Palau,PLW,134.407019530144,,,,
Papua New Guinea,PNG,43.9084705729994,45.7218183985468,47.6177157812553,,
Poland,POL,143.390431512749,139.517936930529,132.950266617975,134.748422481841,
Pre-demographic dividend,PRE,71.5538115296306,69.0001281899226,69.4861609307464,74.4816046548467,
Puerto Rico,PRI,94.7797113604009,99.0573310489244,107.135232627201,109.563441983737,
"Korea, Dem. People’s Rep.",PRK,12.8653966217136,14.2486475935255,14.9824074683959,,
Portugal,PRT,112.985112097382,112.072465376623,114.341985009127,115.633042396921,
Paraguay,PRY,110.812789123701,110.498899949719,108.755040911971,106.952579230847,
West Bank and Gaza,PSE,77.9613730209933,80.1006718793077,84.1797959103283,89.9757535453063,
Pacific island small states,PSS,79.8034483637692,86.7334350817262,85.8729645924855,,
Post-demographic dividend,PST,119.635006126771,121.531105134391,122.940880722414,125.817973480491,
French Polynesia,PYF,98.2462178351225,102.016206865155,104.250965222997,109.001040770098,
Qatar,QAT,145.786897194149,137.606041951888,146.383859232922,141.855826798318,
Romania,ROU,116.034112623854,115.678269938021,113.971890359652,116.245603814271,
Russian Federation,RUS,156.766561122227,157.718497978422,156.187408043926,157.431311962961,
Rwanda,RWA,77.0477992441071,76.4561253671856,73.6102638177355,78.8541103579345,
South Asia,SAS,76.0778436467183,83.6423576412938,86.7040767674781,87.3631396541626,
Saudi Arabia,SAU,166.45633488743,147.741764307597,121.478950946128,122.573311215261,
Sudan,SDN,71.8159085622042,69.784391915375,70.1831778423149,72.0079141595118,
Senegal,SEN,102.61356841625,101.286996068101,102.198606880768,104.450641001826,
Singapore,SGP,147.225969537309,149.650649476071,146.843724493219,148.821562973784,
Solomon Islands,SLB,70.4193872509194,67.2499911209839,73.1607652989833,73.8337798323369,
Sierra Leone,SLE,78.8771309862332,85.6789770378207,88.4698954639715,,
El Salvador,SLV,147.572316368817,151.621179699702,148.369709676985,146.922102198093,
San Marino,SMR,110.074537148353,109.151146131805,112.856761010959,,
Somalia,SOM,42.2984342983769,46.8998358621355,48.796440156091,50.9923024879823,
Serbia,SRB,103.141759672458,102.716117065319,97.6459144145144,95.7809908126479,
Sub-Saharan Africa (excluding high income),SSA,75.4539084962363,73.4873046338211,72.7710042712672,82.2910409369187,
South Sudan,SSD,27.0538682738848,24.9249528133717,25.5613012582163,33.4629685492624,
Sub-Saharan Africa,SSF,75.5431710870837,73.5819925207137,72.8677919878308,82.3960843471537,
Small states,SST,116.168785271432,119.079117686772,116.825756225476,118.77472624219,
Sao Tome and Principe,STP,92.7489068955835,87.6099140370128,84.0039789655655,77.0561252535209,
Suriname,SUR,134.215755182485,142.839111469884,139.505097318824,130.604697998229,
Slovak Republic,SVK,122.811455786663,128.443552860959,130.651315185668,132.801822991835,
Slovenia,SVN,113.650402496332,115.020031722921,117.664181268102,118.674227092886,
Sweden,SWE,129.43053471856,127.523170733815,126.395198899615,126.830747365679,
Eswatini,SWZ,85.232110314444,89.318014321403,93.5273225136801,,
Sint Maarten (Dutch part),SXM,,,,,
Seychelles,SYC,156.082461201541,158.663671507679,173.496650003111,184.298014336327,
Syrian Arab Republic,SYR,79.5240681324777,76.4352733877928,89.999355392632,101.089515367225,
Turks and Caicos Islands,TCA,,,,,
Chad,TCD,38.734368107094,38.3590126400424,42.4099670547954,45.1237387603827,
East Asia & Pacific (IDA & IBRD countries),TEA,102.098443308074,108.548524197784,114.88650817333,120.239305406555,
Europe & Central Asia (IDA & IBRD countries),TEC,128.016072531066,127.135157249904,126.532476941011,126.163567671504,
Togo,TGO,66.2993479042784,73.3083877644475,78.8455608215342,77.8861017356495,
Thailand,THA,149.811151242858,173.505481438746,175.596494196415,180.182611875278,
Tajikistan,TJK,100.413672630372,108.500193742101,111.528165591399,,
Turkmenistan,TKM,140.909175034459,151.438408807057,162.861103290621,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,113.123557738099,111.318721192992,107.19222356777,104.13615360634,
Timor-Leste,TLS,115.077045762692,122.376665726227,125.205226911872,115.814283258174,
Middle East & North Africa (IDA & IBRD countries),TMN,100.234357300189,100.151068954645,101.779538480793,99.9911233962077,
Tonga,TON,72.9234677171292,79.1037544619462,105.823643600855,104.594125798231,
South Asia (IDA & IBRD),TSA,76.0778436467183,83.6423576412938,86.7040767674781,87.3631396541626,
Sub-Saharan Africa (IDA & IBRD countries),TSS,75.5431710870838,73.5819925207137,72.8677919878309,82.3960843471537,
Trinidad and Tobago,TTO,154.95370451454,157.223424025088,146.716072074962,141.929340220442,
Tunisia,TUN,130.5540392,126.345961520513,125.36975957286,127.70719678802,
Turkey,TUR,93.7728450242125,94.0294386656009,95.9117047158745,97.3013278781048,
Tuvalu,TUV,59.4648166501487,67.7060133630289,70.3605980650836,,
Tanzania,TZA,77.0465644210544,75.484952373484,73.094789990234,77.2413522328365,
Uganda,UGA,52.8974058201482,57.6014284890633,60.6046777546879,57.2726073202307,
Ukraine,UKR,142.003037907188,133.168953931474,131.356511508927,127.753861022152,
Upper middle income,UMC,107.401208739525,111.151033819436,115.53868325117,117.108276168728,
Uruguay,URY,151.390984021437,149.431753301351,148.329982677853,149.904226528107,
United States,USA,119.14392094623,122.594548297833,123.044834498484,129.014007543009,
Uzbekistan,UZB,70.4287487855064,73.9952078368663,75.9249788445072,71.5173712822209,
St. Vincent and the Grenadines,VCT,103.869058526038,102.914333220658,105.478616369381,96.0657284663055,
"Venezuela, RB",VEN,96.7145880657722,92.4614157763216,83.3048221367963,71.76613811042,
British Virgin Islands,VGB,196.195801317234,135.203542837677,148.90962572269,134.064827863902,
Virgin Islands (U.S.),VIR,,,,,
Vietnam,VNM,129.83151518505,128.790785458015,126.866129923338,147.195273411973,
Vanuatu,VUT,64.4775568915281,78.5409406100672,79.8627018318097,85.9054257209239,
World,WLD,97.3931631596525,100.692701181173,102.756402733511,106.434901427211,
Samoa,WSM,62.2785032530114,77.6251060220526,63.5831729391048,,
Kosovo,XKX,,,,,
"Yemen, Rep.",YEM,56.6911311312384,60.4863412412037,55.1750237714856,53.6789331633325,
South Africa,ZAF,158.882946772804,146.622187308823,155.232395662244,159.930664381157,
Zambia,ZMB,72.7845723766844,73.4382304767122,79.7369096060729,89.1570443670444,
Zimbabwe,ZWE,92.3471053764817,91.793458044575,98.9850733268734,89.4048689080992,
